"MB_CODE_2011","LGA_CODE_2011","LGA_NAME_2011","STATE_CODE_2011","STATE_NAME_2011","AREA_ALBERS_SQKM"
"80014710000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0506654
"80014720000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0605072
"80014730000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0583286
"80014740000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0870455
"80014750000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00479688
"80014770000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0358654
"80014780000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0346886
"80014790000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0027806
"80014800000","89399","Unincorporated ACT","8","Australian Capital Territory",0.057701
"80014810000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0506161
"80014820000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0492775
"80014830000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0457036
"80014840000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0396618
"80014850000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0351844
"80014860000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0552273
"80014870000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00612748
"80014890000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0512428
"80014900000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0600027
"80014910000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0536499
"80014920000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0644911
"80014930000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0168436
"80014940000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0514019
"80014950000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0430909
"80014960000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0418432
"80014980000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0431874
"80014990000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0611331
"80015001000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0408265
"80015002000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0236721
"80015010000","89399","Unincorporated ACT","8","Australian Capital Territory",0.075476
"80015020000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0138802
"80015030000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0383351
"80015040000","89399","Unincorporated ACT","8","Australian Capital Territory",0.118947
"80015050000","89399","Unincorporated ACT","8","Australian Capital Territory",0.06952
"80015060000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0531742
"80015070000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0689944
"80015080000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00682115
"80015090000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0498754
"80015101000","89399","Unincorporated ACT","8","Australian Capital Territory",0.169497
"80015102000","89399","Unincorporated ACT","8","Australian Capital Territory",0.10108
"80015103000","89399","Unincorporated ACT","8","Australian Capital Territory",0.112981
"80015110000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0978497
"80015120000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0868346
"80015130000","89399","Unincorporated ACT","8","Australian Capital Territory",0.125345
"80015141000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0715373
"80015142000","89399","Unincorporated ACT","8","Australian Capital Territory",0.032246
"80015151000","89399","Unincorporated ACT","8","Australian Capital Territory",0.105629
"80015152000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0471647
"80015160000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0703401
"80015170000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0520643
"80015180000","89399","Unincorporated ACT","8","Australian Capital Territory",0.104316
"80015190000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0757032
"80015200000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0605687
"80015210000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0556958
"80015220000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0222828
"80015230000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0135126
"80015240000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0126392
"80015250000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0218072
"80015260000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0607353
"80015270000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0664282
"80015280000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0110225
"80015290000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0493176
"80015300000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0485108
"80015310000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0449851
"80015320000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00772577
"80015330000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0790751
"80015340000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0465977
"80015350000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0633248
"80015360000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00985965
"80015370000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0617041
"80015380000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00842939
"80015390000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0487238
"80015400000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0742659
"80015411000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0717549
"80015412000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0966821
"80015420000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0467884
"80015430000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0442298
"80015440000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0179595
"80015450000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0127989
"80015460000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0284387
"80015470000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0727026
"80015480000","89399","Unincorporated ACT","8","Australian Capital Territory",0.547775
"80015490000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0361554
"80015500000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0693046
"80015510000","89399","Unincorporated ACT","8","Australian Capital Territory",0.524556
"80015520000","89399","Unincorporated ACT","8","Australian Capital Territory",0.11229
"80015550000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0604837
"80015561000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0805211
"80015562000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0637453
"80015570000","89399","Unincorporated ACT","8","Australian Capital Territory",0.105725
"80015580000","89399","Unincorporated ACT","8","Australian Capital Territory",1.12318
"80015591000","89399","Unincorporated ACT","8","Australian Capital Territory",0.194715
"80015592000","89399","Unincorporated ACT","8","Australian Capital Territory",0.419484
"80015593000","89399","Unincorporated ACT","8","Australian Capital Territory",0.261535
"80015594000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0940962
"80015595000","89399","Unincorporated ACT","8","Australian Capital Territory",0.083023
"80015596000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0612942
"80015600000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0593854
"80015610000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0366998
"80015621000","89399","Unincorporated ACT","8","Australian Capital Territory",0.331467
"80015622000","89399","Unincorporated ACT","8","Australian Capital Territory",0.526672
"80015630000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0560468
"80015640000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0837491
"80015650000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0388733
"80015660000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0231909
"80015670000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00930599
"80015680000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0162051
"80015690000","89399","Unincorporated ACT","8","Australian Capital Territory",0.139261
"80015700000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0601369
"80015710000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0197438
"80015720000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0189385
"80015730000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0830288
"80015741000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0353031
"80015742000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0448772
"80015750000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0134679
"80015760000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0421466
"80015770000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0284727
"80015780000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00282642
"80015790000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00211436
"80015800000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0209878
"80015810000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00266317
"80015820000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0445326
"80015830000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0284723
"80015841000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0425125
"80015842000","89399","Unincorporated ACT","8","Australian Capital Territory",0.015532
"80015850000","89399","Unincorporated ACT","8","Australian Capital Territory",0.761016
"80015860000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0375252
"80015870000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00511582
"80015880000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0500319
"80015891000","89399","Unincorporated ACT","8","Australian Capital Territory",0.086427
"80015892000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0266986
"80015901000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0567699
"80015902000","89399","Unincorporated ACT","8","Australian Capital Territory",0.109369
"80015903000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0552281
"80015910000","89399","Unincorporated ACT","8","Australian Capital Territory",0.20051
"80015921000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0798544
"80015922000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0912158
"80015923000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0437596
"80015931000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0698051
"80015932000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0308494
"80015941000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0729937
"80015942000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0313861
"80015950000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0262721
"80015961000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0619396
"80015962000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0470762
"80015971000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0168848
"80015972000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0508004
"80015981000","89399","Unincorporated ACT","8","Australian Capital Territory",0.122736
"80015982000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0487996
"80015990000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0380631
"80016000000","89399","Unincorporated ACT","8","Australian Capital Territory",0.033674
"80016010000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0452026
"80016020000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0812856
"80016030000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0627053
"80016041000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0244812
"80016042000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0152979
"80016050000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0547045
"80016060000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0340166
"80016070000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0719966
"80016080000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0577417
"80016090000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0699074
"80016100000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0653528
"80016110000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0703503
"80016120000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0680833
"80016130000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0699115
"80016140000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0103382
"80016150000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0596396
"80016160000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0521121
"80016170000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0576802
"80016181000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0556753
"80016182000","89399","Unincorporated ACT","8","Australian Capital Territory",0.035272
"80016190000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0830667
"80016200000","89399","Unincorporated ACT","8","Australian Capital Territory",0.722382
"80016210000","89399","Unincorporated ACT","8","Australian Capital Territory",0.228015
"80016220000","89399","Unincorporated ACT","8","Australian Capital Territory",0.039483
"80016230000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0059372
"80016240000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0100602
"80016250000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0129905
"80016260000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0655157
"80016270000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00913749
"80016280000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0673204
"80016291000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0121108
"80016292000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0134788
"80016300000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0321248
"80016310000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0104347
"80016321000","89399","Unincorporated ACT","8","Australian Capital Territory",0.045002
"80016322000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0276789
"80016330000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0324217
"80016341000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0574643
"80016342000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0168266
"80016350000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0460701
"80016361000","89399","Unincorporated ACT","8","Australian Capital Territory",0.676172
"80016370000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0410468
"80016380000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0431448
"80016390000","89399","Unincorporated ACT","8","Australian Capital Territory",0.012158
"80016400000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0679154
"80016410000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0356139
"80016420000","89399","Unincorporated ACT","8","Australian Capital Territory",0.032967
"80016430000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0391776
"80016440000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0358955
"80016450000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0406575
"80016460000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0578184
"80016470000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0737159
"80016481000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0358327
"80016482000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0299281
"80016491000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0540128
"80016492000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0361872
"80016500000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0582656
"80016510000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0345757
"80016520000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0484408
"80016530000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0427943
"80016540000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0370526
"80016550000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0594704
"80016560000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0463231
"80016570000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0402041
"80016580000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0978473
"80016590000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0469013
"80016600000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0410415
"80016610000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0381562
"80016620000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0482039
"80016630000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0456221
"80016641000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0360393
"80016642000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0357337
"80016650000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0405758
"80016660000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0558533
"80016670000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0375933
"80016680000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0693902
"80016691000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0220509
"80016692000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0379409
"80016700000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0625347
"80016710000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0357728
"80016720000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0447671
"80016730000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0346919
"80016740000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0350758
"80016750000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0669446
"80016760000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0462433
"80016770000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00750124
"80016781000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0390996
"80016782000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0619614
"80016791000","89399","Unincorporated ACT","8","Australian Capital Territory",0.026758
"80016800000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0364214
"80016810000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0251621
"80016820000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0360473
"80016830000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0581254
"80016840000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0246089
"80016850000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0609755
"80016860000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0527495
"80016870000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0438084
"80016880000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0550031
"80016890000","89399","Unincorporated ACT","8","Australian Capital Territory",0.015861
"80016901000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0512457
"80016902000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0265213
"80016911000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0166007
"80016912000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0172947
"80016920000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0690892
"80016930000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0597857
"80016940000","89399","Unincorporated ACT","8","Australian Capital Territory",0.239769
"80016950000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0622639
"80016960000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0019159
"80016970000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0625626
"80016980000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0394634
"80016990000","89399","Unincorporated ACT","8","Australian Capital Territory",0.050669
"80017000000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0137733
"80017010000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0387822
"80017020000","89399","Unincorporated ACT","8","Australian Capital Territory",0.041096
"80017030000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0119648
"80017040000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0353332
"80017050000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0153409
"80017060000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0520927
"80017070000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0140129
"80017080000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0371529
"80017090000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0182595
"80017100000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00947539
"80017110000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0674684
"80017131000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0238539
"80017132000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0167924
"80017140000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0322436
"80017150000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0409793
"80017160000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0322638
"80017170000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0400714
"80017180000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0338107
"80017190000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0262374
"80017200000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0175455
"80017210000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0131612
"80017220000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0464545
"80017230000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0482165
"80017240000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0436043
"80017250000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0442328
"80017260000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0352447
"80017270000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0293569
"80017280000","89399","Unincorporated ACT","8","Australian Capital Territory",0.018122
"80017290000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0182775
"80017300000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0204009
"80017310000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0431518
"80017320000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0215061
"80017330000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0271385
"80017340000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0584373
"80017350000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0218556
"80017360000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0298171
"80017370000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0346975
"80017380000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0271605
"80017390000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0239086
"80017400000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0586991
"80017411000","89399","Unincorporated ACT","8","Australian Capital Territory",0.039338
"80017412000","89399","Unincorporated ACT","8","Australian Capital Territory",0.194135
"80017420000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0208788
"80017430000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0195307
"80017440000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0354514
"80017450000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0497619
"80017460000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0473301
"80017470000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0433154
"80017480000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0438776
"80017490000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0331765
"80017500000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0280562
"80017510000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0476333
"80017520000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0526488
"80017530000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0182514
"80017540000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0105924
"80017550000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00865805
"80017560000","89399","Unincorporated ACT","8","Australian Capital Territory",0.113833
"80017570000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0454209
"80017580000","89399","Unincorporated ACT","8","Australian Capital Territory",0.021513
"80017590000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0294747
"80017600000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0302008
"80017610000","89399","Unincorporated ACT","8","Australian Capital Territory",0.031369
"80017620000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0992111
"80017630000","89399","Unincorporated ACT","8","Australian Capital Territory",0.167506
"80017640000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0421839
"80017650000","89399","Unincorporated ACT","8","Australian Capital Territory",0.03205
"80017660000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0197483
"80017670000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0321376
"80017680000","89399","Unincorporated ACT","8","Australian Capital Territory",0.029389
"80017690000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0130396
"80017700000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0337078
"80017710000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0323277
"80017720000","89399","Unincorporated ACT","8","Australian Capital Territory",0.279779
"80017730000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0290233
"80017740000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0140274
"80017750000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00649431
"80017760000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0116358
"80017770000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00676754
"80017780000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0172105
"80017790000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00823219
"80017800000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0282854
"80017820000","89399","Unincorporated ACT","8","Australian Capital Territory",0.042207
"80017830000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0276414
"80017840000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0218453
"80017850000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00657364
"80017860000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0715585
"80017870000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0239111
"80017880000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0380235
"80017890000","89399","Unincorporated ACT","8","Australian Capital Territory",0.061016
"80017900000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0128214
"80017910000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0488495
"80017930000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00489084
"80017940000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0320868
"80017950000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0316117
"80017960000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0230581
"80017970000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0106022
"80017980000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0293076
"80017990000","89399","Unincorporated ACT","8","Australian Capital Territory",0.177771
"80018000000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0174669
"80018010000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00565513
"80018020000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0024541
"80018030000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0517029
"80018060000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0390201
"80018070000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0400737
"80018080000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0307112
"80018090000","89399","Unincorporated ACT","8","Australian Capital Territory",0.00981413
"80018100000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0430752
"80018110000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0373073
"80018120000","89399","Unincorporated ACT","8","Australian Capital Territory",0.151452
"80018130000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0566288
"80018140000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0720584
"80018150000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0874635
"80018160000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0579641
"80018170000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0832357
"80018180000","89399","Unincorporated ACT","8","Australian Capital Territory",0.0940052
"80018190000","89399","Unincorporated ACT","8","Australian Capital Territory",0.100509
